block_id,id,lat,lon,name
1,301073207,41.4800004,26.5441158,unknown
1,301073208,41.4800004,26.5430858,unknown
1,301073209,41.4794860,26.5422275,unknown
1,301073210,41.4792288,26.5403392,unknown
1,301073212,41.4794860,26.5389659,unknown
1,301073214,41.4796146,26.5377643,unknown
1,301073215,41.4796146,26.5345027,unknown
1,301073216,41.4794860,26.5327861,unknown
1,301073217,41.4798718,26.5312412,unknown
1,301073218,41.4855927,26.5183879,unknown
1,301073219,41.4863779,26.5164145,unknown
1,301073220,41.4864109,26.5148632,unknown
1,301073222,41.4861561,26.5100890,unknown
1,301073223,41.4862222,26.5087764,unknown
1,301073224,41.4868162,26.5075519,unknown
1,301073225,41.4874727,26.5066905,unknown
1,301073226,41.4879882,26.5059629,unknown
1,301073227,41.4884843,26.5048053,unknown
1,301073228,41.4883705,26.5017777,unknown
1,301073229,41.4880348,26.4965687,unknown
1,301073231,41.4890329,26.4946544,unknown
1,301073233,41.4908172,26.4924016,unknown
1,301073234,41.4988745,26.4787671,unknown
1,301073235,41.5025026,26.4715030,unknown
1,301073236,41.5037882,26.4685848,unknown
1,301073237,41.5051160,26.4655583,unknown
1,301073238,41.5062911,26.4632805,unknown
1,301073239,41.5069727,26.4611065,unknown
1,301073240,41.5081591,26.4601734,unknown
1,301073241,41.5095731,26.4601734,unknown
1,301073243,41.5104730,26.4601734,unknown
1,301074009,41.4825725,26.5442874,unknown
1,301074011,41.4861732,26.5449741,unknown
1,301074012,41.4882831,26.5452978,unknown
1,301074013,41.4899307,26.5460868,unknown
1,301074014,41.4926026,26.5484073,unknown
1,301074015,41.5003170,26.5545871,unknown
1,301074016,41.5019884,26.5564754,unknown
1,301074017,41.5031454,26.5564754,unknown
1,301074018,41.5045596,26.5564754,unknown
1,301074020,41.5064879,26.5559604,unknown
1,301074021,41.5076449,26.5556171,unknown
1,301074022,41.5088018,26.5551021,unknown
1,301074023,41.5101187,26.5535888,unknown
1,301074024,41.5112442,26.5513256,unknown
1,301074025,41.5131724,26.5477207,unknown
1,301074027,41.5148434,26.5449741,unknown
1,301074028,41.5157431,26.5439441,unknown
1,301074029,41.5173531,26.5434036,unknown
1,301074031,41.5199847,26.5432575,unknown
1,301074032,41.5222981,26.5432575,unknown
1,301074033,41.5231978,26.5432575,unknown
1,301074034,41.5246115,26.5439441,unknown
1,301074035,41.5258223,26.5456661,unknown
1,301074036,41.5275673,26.5468624,unknown
1,301074037,41.5288117,26.5477667,unknown
1,301074039,41.5300090,26.5482357,unknown
1,301074040,41.5317108,26.5487685,unknown
1,301074041,41.5336672,26.5494477,unknown
1,301074042,41.5350052,26.5493608,unknown
1,301074043,41.5357649,26.5486022,unknown
1,301074044,41.5363817,26.5472837,unknown
1,301074045,41.5362123,26.5431155,unknown
1,301074047,41.5354630,26.5409612,unknown
1,301074048,41.5354654,26.5400771,unknown
1,301074049,41.5358693,26.5379002,unknown
1,301074050,41.5369166,26.5361396,unknown
1,301074051,41.5380208,26.5350431,unknown
1,301074052,41.5395137,26.5336924,unknown
1,301074053,41.5406556,26.5332482,unknown
1,301074054,41.5415060,26.5333190,unknown
1,301074056,41.5431121,26.5348575,unknown
1,301074057,41.5441744,26.5370870,unknown
1,301074058,41.5451693,26.5390278,unknown
1,301074059,41.5461297,26.5402134,unknown
1,301074060,41.5469865,26.5407903,unknown
1,301074062,41.5486708,26.5407943,unknown
1,301074063,41.5496406,26.5402485,unknown
1,301074064,41.5504289,26.5398730,unknown
1,301074065,41.5521346,26.5400852,unknown
1,301074066,41.5527390,26.5404497,unknown
1,301074067,41.5543307,26.5412750,unknown
1,301074068,41.5561068,26.5433942,unknown
1,301074070,41.5562343,26.5441071,unknown
1,301074071,41.5573149,26.5481589,unknown
1,301074072,41.5576981,26.5489960,unknown
1,301074073,41.5586935,26.5503636,unknown
1,301074074,41.5597978,26.5513062,unknown
1,301074075,41.5611605,26.5516294,unknown
1,301074077,41.5615194,26.5515229,unknown
1,301074084,41.4936312,26.5748432,unknown
1,301074085,41.4963314,26.5753582,unknown
1,301074327,41.4982599,26.5757015,unknown
1,301074328,41.5004456,26.5758731,unknown
1,301074329,41.5018598,26.5767314,unknown
1,301074330,41.5031454,26.5774181,unknown
1,301074331,41.5045596,26.5779331,unknown
1,301074332,41.5059737,26.5781047,unknown
1,301074333,41.5071166,26.5786142,unknown
1,301074334,41.5089445,26.5791669,unknown
1,301074335,41.5110516,26.5792434,unknown
1,301074336,41.5120809,26.5791241,unknown
1,301074337,41.5131894,26.5789765,unknown
1,301074338,41.5148434,26.5787914,unknown
1,301074339,41.5158717,26.5782764,unknown
1,301074340,41.5172855,26.5769031,unknown
1,301074341,41.5183138,26.5758731,unknown
1,301074342,41.5194706,26.5750148,unknown
1,301074343,41.5212699,26.5751865,unknown
1,301074344,41.5239689,26.5751865,unknown
1,301074345,41.5252541,26.5758731,unknown
1,301074346,41.5270533,26.5760448,unknown
1,301074347,41.5278243,26.5760448,unknown
1,301074349,41.5287239,26.5762165,unknown
1,301074350,41.5302660,26.5753582,unknown
1,301074351,41.5324506,26.5744998,unknown
1,301074352,41.5334786,26.5744998,unknown
1,301074353,41.5347636,26.5732982,unknown
1,301074354,41.5355346,26.5732982,unknown
1,301074355,41.5370307,26.5730566,unknown
1,301074356,41.5376527,26.5730264,unknown
1,301074357,41.5393714,26.5725980,unknown
1,301074358,41.5415735,26.5720321,unknown
1,301074586,41.5157431,26.5882328,unknown
1,301074587,41.5148434,26.5880611,unknown
1,301074588,41.5130164,26.5869076,unknown
1,301074589,41.5122720,26.5848606,unknown
1,301074590,41.5093978,26.5716312,unknown
1,301074591,41.5070584,26.5613034,unknown
1,301074592,41.5063315,26.5598611,unknown
1,301074593,41.5054595,26.5587047,unknown
1,301074594,41.5039505,26.5574081,unknown
1,301074595,41.5026312,26.5569904,unknown
1,306307443,41.5010610,26.5353508,unknown
1,306307446,41.5083645,26.5357448,unknown
1,306307662,41.5318765,26.4917433,unknown
1,306307751,41.5361272,26.4775854,unknown
1,306307773,41.5386882,26.4760517,unknown
1,306307853,41.5427424,26.4754427,unknown
1,306307854,41.5440272,26.4754427,unknown
1,306307856,41.5446696,26.4740694,unknown
1,306307857,41.5453120,26.4730394,unknown
1,306307859,41.5465968,26.4728678,unknown
1,306307860,41.5494231,26.4730394,unknown
1,306307862,41.5510932,26.4730394,unknown
1,306307863,41.5528917,26.4726961,unknown
1,306307864,41.5552040,26.4720095,unknown
1,306307865,41.5568739,26.4706362,unknown
1,306307867,41.5581584,26.4696062,unknown
1,306307870,41.5614981,26.4696062,unknown
1,306307871,41.5620118,26.4690912,unknown
1,306307873,41.5622687,26.4677179,unknown
1,309122676,41.5675772,26.5913645,unknown
1,314701570,41.4930296,26.4988155,unknown
1,314701575,41.4948490,26.4975153,unknown
1,314701784,41.4920176,26.5019770,unknown
1,314701785,41.4920176,26.4994021,unknown
1,314701786,41.4935606,26.4978571,unknown
1,314701788,41.4954893,26.4985438,unknown
1,314701789,41.4969036,26.4992304,unknown
1,314701790,41.4990893,26.5004321,unknown
1,314701792,41.4978036,26.5024920,unknown
1,314701793,41.4963893,26.5050669,unknown
1,314701794,41.4957462,26.5079907,unknown
1,314701795,41.4930463,26.5078135,unknown
1,314701797,41.4921462,26.5067835,unknown
1,314701798,41.4912461,26.5057536,unknown
1,314701988,41.5219535,26.4867603,unknown
1,314702318,41.5342529,26.4834772,unknown
1,314702319,41.5308473,26.4911264,unknown
1,314702332,41.4965605,26.4922156,unknown
1,314702619,41.5159296,26.4616366,unknown
1,314702621,41.5345645,26.4621516,unknown
1,314702625,41.5553779,26.4609499,unknown
1,314702627,41.5571762,26.4604350,unknown
1,314702629,41.5580754,26.4599200,unknown
1,314702630,41.5580754,26.4579395,unknown
1,345996094,41.5408255,26.4757998,unknown
1,346007286,41.5037970,26.4781894,unknown
1,346007581,41.5029073,26.5205590,unknown
1,346021078,41.4925463,26.5234665,unknown
1,346021089,41.5155200,26.5248337,unknown
1,435577278,41.5098727,26.5361670,unknown
1,435577280,41.5004866,26.5379360,unknown
1,435577732,41.5109208,26.5228126,unknown
1,435582445,41.4938008,26.5139739,unknown
1,435582446,41.4943151,26.5167205,unknown
1,435582447,41.4952151,26.5194671,unknown
1,435582450,41.4949647,26.5218849,unknown
1,435582454,41.4988152,26.5191238,unknown
1,435582457,41.4977866,26.5192954,unknown
1,435582458,41.4971438,26.5162055,unknown
1,435582459,41.4987189,26.5146867,unknown
1,435582464,41.4980438,26.5124290,unknown
1,435582468,41.4971438,26.5107124,unknown
1,435582469,41.4970317,26.5079343,unknown
1,435583544,41.4803430,26.5301441,unknown
1,435584999,41.5053719,26.4748351,unknown
1,435585002,41.5134825,26.4625946,unknown
1,435585004,41.5615265,26.4621322,unknown
1,435585005,41.5611412,26.4636771,unknown
1,435585007,41.5611412,26.4652221,unknown
1,435585014,41.5613981,26.4669387,unknown
1,435585017,41.5602421,26.4696062,unknown
1,435585994,41.5005856,26.4811627,unknown
1,435585998,41.5010008,26.4837615,unknown
1,435586002,41.5002294,26.4859931,unknown
1,435586005,41.4990723,26.4894264,unknown
1,435586007,41.4989438,26.4922118,unknown
1,435586012,41.4954709,26.4956054,unknown
1,435586014,41.4968866,26.4966361,unknown
1,435586017,41.4961923,26.4988851,unknown
1,438502440,41.5505013,26.5854817,unknown
1,438502582,41.5665662,26.5885714,unknown
1,438502585,41.5656671,26.5866832,unknown
1,438502588,41.5638690,26.5842799,unknown
1,438502592,41.5618139,26.5832499,unknown
1,438502595,41.5592450,26.5823916,unknown
1,438502600,41.5559052,26.5825633,unknown
1,438502602,41.5530791,26.5837649,unknown
1,438502604,41.5493536,26.5863398,unknown
1,438502608,41.5476835,26.5873698,unknown
1,438502612,41.5458849,26.5878848,unknown
1,438502617,41.5434438,26.5883998,unknown
1,438502623,41.5403602,26.5880564,unknown
1,438502629,41.5358630,26.5865115,unknown
1,438502633,41.5322650,26.5854815,unknown
1,438502637,41.5300805,26.5851382,unknown
1,438502642,41.5260966,26.5856532,unknown
1,438502650,41.5224981,26.5863398,unknown
1,438502654,41.5183853,26.5873698,unknown
1,438504580,41.5032169,26.5930346,unknown
1,438504583,41.5011599,26.5935496,unknown
1,438504585,41.4984600,26.5937213,unknown
1,438504587,41.4960171,26.5935496,unknown
1,438504589,41.4937027,26.5928630,unknown
1,438504591,41.4897167,26.5911464,unknown
1,438504599,41.4866305,26.5897731,unknown
1,438504602,41.4847016,26.5894297,unknown
1,438504604,41.4817438,26.5896014,unknown
1,438504606,41.4790430,26.5901164,unknown
1,438504608,41.4760850,26.5916613,unknown
1,438504610,41.4731268,26.5940646,unknown
1,438504613,41.4657950,26.6007594,unknown
1,438504615,41.4637368,26.6023043,unknown
1,438504618,41.4615499,26.6029910,unknown
1,438504620,41.4592343,26.6036776,unknown
1,438504621,41.4548602,26.6040210,unknown
1,438504625,41.4301954,26.6049762,unknown
1,438504627,41.4266336,26.6052074,unknown
1,438504630,41.4239753,26.6062526,unknown
1,438504632,41.4220829,26.6078506,unknown
1,438504634,41.4199521,26.6097389,unknown
1,438504636,41.4179733,26.6115632,unknown
1,438504638,41.4162189,26.6140924,unknown
1,438504641,41.4146741,26.6172811,unknown
1,438504643,41.4123897,26.6194705,unknown
1,438504645,41.4096861,26.6222171,unknown
1,438504647,41.4073686,26.6239337,unknown
1,438504648,41.4050511,26.6239551,unknown
1,438504649,41.4025886,26.6244272,unknown
1,438504650,41.4006732,26.6261653,unknown
1,438504652,41.3978564,26.6272167,unknown
1,438504654,41.3955064,26.6277102,unknown
1,438504656,41.3940577,26.6273025,unknown
1,438504658,41.3922869,26.6265086,unknown
1,438504660,41.3914982,26.6255644,unknown
1,438504662,41.3907094,26.6247490,unknown
1,438504668,41.3890674,26.6239551,unknown
1,438504670,41.3880532,26.6241053,unknown
1,438504673,41.3866365,26.6241053,unknown
1,438504675,41.3850909,26.6241053,unknown
1,438509431,41.4925586,26.5923703,unknown
1,463166353,41.5007515,26.5313081,unknown
1,632979634,41.4708333,26.5332044,unknown
1,632979637,41.4718142,26.5304849,unknown
1,632979640,41.4738075,26.5274656,unknown
1,632979644,41.4753762,26.5229419,unknown
1,632979651,41.4757665,26.5205109,unknown
1,632979654,41.4757665,26.5184421,unknown
1,632979659,41.4758936,26.5162371,unknown
1,632979661,41.4766217,26.5139696,unknown
1,632979666,41.4803889,26.5159110,unknown
1,632979670,41.4795466,26.5180846,unknown
1,632979672,41.4767974,26.5252876,unknown
1,632979674,41.4775315,26.5266051,unknown
1,632979677,41.4793260,26.5279739,unknown
1,632979680,41.4802306,26.5301431,unknown
1,632979685,41.4797820,26.5311875,unknown
1,632979691,41.4793865,26.5327713,unknown
1,632979694,41.4795147,26.5344823,unknown
1,632979697,41.4791370,26.5356662,unknown
1,632979701,41.4774194,26.5360379,unknown
1,632979705,41.4753557,26.5352683,unknown
1,632979708,41.4738159,26.5367476,unknown
1,632979717,41.4724692,26.5377164,unknown
1,632979721,41.4709102,26.5355779,unknown
1,632979762,41.5164491,26.5289212,unknown
1,632979765,41.5190096,26.5266751,unknown
1,632979768,41.5227917,26.5258775,unknown
1,632979775,41.5239133,26.5256409,unknown
1,632979778,41.5302683,26.5241179,unknown
1,632979780,41.5348768,26.5231329,unknown
1,632979782,41.5354942,26.5209294,unknown
1,632979784,41.5369037,26.5195601,unknown
1,632979786,41.5372766,26.5177330,unknown
1,632979788,41.5372766,26.5162474,unknown
1,632979789,41.5366480,26.5150715,unknown
1,632979791,41.5362362,26.5139713,unknown
1,632979794,41.5370196,26.5120524,unknown
1,632979796,41.5370196,26.5107471,unknown
1,632979798,41.5364982,26.5095277,unknown
1,632979801,41.5367492,26.5083538,unknown
1,632979804,41.5358840,26.5073630,unknown
1,632979807,41.5352207,26.5057681,unknown
1,632979809,41.5352207,26.5029650,unknown
1,632979811,41.5358739,26.5005217,unknown
1,632979822,41.5366597,26.4991222,unknown
1,632979826,41.5378213,26.4977427,unknown
1,632979829,41.5385863,26.4967205,unknown
1,632979832,41.5390905,26.4958787,unknown
1,632979836,41.5394610,26.4948887,unknown
1,632979840,41.5394610,26.4928668,unknown
1,632979848,41.5393319,26.4913146,unknown
1,632979850,41.5394618,26.4897525,unknown
1,632979854,41.5397199,26.4875109,unknown
1,632979856,41.5401094,26.4856029,unknown
1,632979860,41.5407535,26.4838818,unknown
1,632979863,41.5413967,26.4814757,unknown
1,632979900,41.5297132,26.4907825,unknown
1,632979902,41.5231604,26.4977401,unknown
1,632979906,41.5152801,26.5062915,unknown
1,632979908,41.5143493,26.5068242,unknown
1,632979911,41.5111552,26.5067959,unknown
1,632979914,41.5110262,26.5229554,unknown
1,632979919,41.5128017,26.5232156,unknown
1,632979922,41.5154361,26.5239192,unknown
1,632979925,41.5156144,26.5247996,unknown
1,632979944,41.5111392,26.5065599,unknown
1,632979946,41.5112342,26.4956281,unknown
1,632979950,41.5112603,26.4921935,unknown
1,632979953,41.5113406,26.4816464,unknown
1,632979958,41.5219195,26.4868828,unknown
1,632979961,41.5294288,26.4906003,unknown
1,632979964,41.5230370,26.4975373,unknown
1,632979966,41.5151779,26.5060657,unknown
1,632979969,41.5143091,26.5065630,unknown
1,632980212,41.4528043,26.5536561,unknown
1,632980217,41.4553705,26.5577859,unknown
1,632980220,41.4560463,26.5624034,unknown
1,632980224,41.4571744,26.5684501,unknown
1,632980226,41.4582032,26.5725685,unknown
1,632980228,41.4589463,26.5761943,unknown
1,632980231,41.4589463,26.5791424,unknown
1,632980234,41.4584292,26.5827651,unknown
1,632980238,41.4576647,26.5863354,unknown
1,632980243,41.4583007,26.5887120,unknown
1,632980246,41.4586893,26.5925131,unknown
1,632980251,41.4585602,26.5973337,unknown
1,632980256,41.4581870,26.6036290,unknown
1,632980261,41.4592207,26.6035478,unknown
1,632980265,41.4615281,26.6028636,unknown
1,632980267,41.4637009,26.6021814,unknown
1,632980270,41.4652048,26.6010525,unknown
1,632980275,41.4654802,26.6024914,unknown
1,632980278,41.4691015,26.6013637,unknown
1,632980284,41.4677175,26.5988457,unknown
1,632980287,41.4730737,26.5939548,unknown
1,632980289,41.4760414,26.5915438,unknown
1,632980293,41.4790179,26.5899892,unknown
1,632980298,41.4817347,26.5894711,unknown
1,632980302,41.4833586,26.5893769,unknown
1,632980307,41.4842775,26.5940093,unknown
1,632980311,41.4856773,26.5967273,unknown
1,632980313,41.4870802,26.5986000,unknown
1,632980317,41.4889952,26.6004747,unknown
1,632980330,41.4909151,26.6016709,unknown
1,632980334,41.4924351,26.6026074,unknown
1,632980337,41.4923171,26.6005591,unknown
1,632980340,41.4931244,26.5985834,unknown
1,632980343,41.4944921,26.5982181,unknown
1,632980347,41.4958058,26.5992704,unknown
1,632980350,41.4974701,26.6002960,unknown
1,632980354,41.4987398,26.6009741,unknown
1,632980356,41.5002695,26.6011443,unknown
1,632980359,41.5014262,26.6013159,unknown
1,632980362,41.5030728,26.6014851,unknown
1,632980365,41.5071495,26.5992737,unknown
1,632980369,41.5084251,26.5977406,unknown
1,632980372,41.5101058,26.5960141,unknown
1,632980374,41.5125626,26.5942873,unknown
1,632980377,41.5148896,26.5932514,unknown
1,632980379,41.5174735,26.5925613,unknown
1,632980381,41.5201908,26.5923884,unknown
1,632980385,41.5212990,26.5920478,unknown
1,632980388,41.5231271,26.5914011,unknown
1,632980391,41.5245591,26.5909548,unknown
1,632980395,41.5264410,26.5904630,unknown
1,632980398,41.5281223,26.5903890,unknown
1,632980401,41.5295567,26.5903290,unknown
1,632980402,41.5316263,26.5903290,unknown
1,632980403,41.5333075,26.5905018,unknown
1,632980405,41.5344670,26.5908461,unknown
1,632980407,41.5371550,26.5913590,unknown
1,632980410,41.5389512,26.5913590,unknown
1,632980412,41.5403695,26.5915312,unknown
1,632980415,41.5415306,26.5916864,unknown
1,632980416,41.5414226,26.5906760,unknown
1,632980427,41.5401782,26.5879050,unknown
1,632980433,41.5436028,26.5882864,unknown
1,632980435,41.5428992,26.5899786,unknown
1,632980439,41.5428992,26.5912968,unknown
1,632980442,41.5432751,26.5928036,unknown
1,632980445,41.5441478,26.5944693,unknown
1,632980450,41.5448493,26.5947027,unknown
1,632980455,41.5470217,26.5942665,unknown
1,632980458,41.5492529,26.5935732,unknown
1,632980462,41.5497858,26.5927968,unknown
1,632980468,41.5497698,26.5911408,unknown
1,632980473,41.5498992,26.5883746,unknown
1,632980477,41.5504118,26.5863194,unknown
1,632980480,41.5504035,26.5854834,unknown
1,632980484,41.5504439,26.5844720,unknown
1,632980487,41.5507153,26.5770573,unknown
1,632980490,41.5508470,26.5753535,unknown
1,632980495,41.5509971,26.5731048,unknown
1,632980498,41.5511288,26.5638039,unknown
1,632980501,41.5511802,26.5596057,unknown
1,632980503,41.5513544,26.5529893,unknown
1,632980505,41.5388255,26.5530979,unknown
1,632980507,41.5356818,26.5494535,unknown
1,632980513,41.5361745,26.5482688,unknown
1,632980516,41.5366057,26.5463199,unknown
1,632980519,41.5366057,26.5447448,unknown
1,632980522,41.5375314,26.5433313,unknown
1,632980526,41.5386777,26.5418000,unknown
1,632980528,41.5393061,26.5399530,unknown
1,632980530,41.5394315,26.5382780,unknown
1,632980533,41.5390876,26.5361100,unknown
1,632980548,41.5385312,26.5333996,unknown
1,632980550,41.5166620,26.5422827,unknown
1,632980552,41.5155483,26.5431215,unknown
1,632980556,41.5140252,26.5444775,unknown
1,632980560,41.5129990,26.5465433,unknown
1,632980565,41.5101886,26.5514085,unknown
1,632980568,41.5095198,26.5525662,unknown
1,632980571,41.5078222,26.5544845,unknown
1,632980574,41.5048350,26.5553516,unknown
1,632980576,41.5014667,26.5556975,unknown
1,632980580,41.4986092,26.5544836,unknown
1,632980583,41.4934631,26.5504750,unknown
1,632980586,41.4899813,26.5476846,unknown
1,632980589,41.4892237,26.5471023,unknown
1,632980592,41.4870219,26.5461576,unknown
1,632980595,41.4868601,26.5442957,unknown
1,632980599,41.4864732,26.5406795,unknown
1,632980601,41.4866027,26.5377416,unknown
1,632980605,41.4869522,26.5347767,unknown
1,632980608,41.4822025,26.5352674,unknown
1,632980612,41.4792216,26.5359126,unknown
1,632980615,41.4774452,26.5362971,unknown
1,632980618,41.4760574,26.5364887,unknown
1,632980620,41.4737329,26.5368096,unknown
1,632980621,41.4729897,26.5373718,unknown
1,632980622,41.4698979,26.5397100,unknown
1,632980624,41.4686636,26.5409698,unknown
1,632980626,41.4677396,26.5419127,unknown
1,632980628,41.4673082,26.5435245,unknown
1,632980630,41.4670816,26.5443254,unknown
1,632980632,41.4659122,26.5457229,unknown
1,632980634,41.4633076,26.5467657,unknown
1,632980641,41.4602319,26.5476207,unknown
1,632980644,41.4574155,26.5498414,unknown
1,632980647,41.4552302,26.5515566,unknown
1,632986711,41.4871715,26.5346591,unknown
1,632986720,41.4867975,26.5377700,unknown
1,632986722,41.4866698,26.5406685,unknown
1,632986725,41.4870543,26.5442621,unknown
1,632986727,41.4872018,26.5459604,unknown
1,632986729,41.4893033,26.5468621,unknown
1,632986732,41.4900789,26.5474582,unknown
1,632986734,41.4935564,26.5501312,unknown
1,632986737,41.4986903,26.5542438,unknown
1,632986739,41.5014897,26.5554331,unknown
1,632986740,41.5048066,26.5550924,unknown
1,632986742,41.5077330,26.5542430,unknown
1,632986744,41.5093776,26.5523846,unknown
1,632986746,41.5100336,26.5512489,unknown
1,632986748,41.5128398,26.5463911,unknown
1,632986751,41.5138840,26.5442893,unknown
1,632986754,41.5154459,26.5428987,unknown
1,632986757,41.5165846,26.5420411,unknown
1,632986760,41.5384833,26.5331459,unknown
1,632986763,41.5382887,26.5320076,unknown
1,632986765,41.5374688,26.5314429,unknown
1,632986768,41.5365570,26.5305728,unknown
1,632986771,41.5352664,26.5288486,unknown
1,632986773,41.5341017,26.5272927,unknown
1,632986776,41.5330201,26.5249446,unknown
1,632986779,41.5345566,26.5234659,unknown
1,632986782,41.5303011,26.5243755,unknown
1,632986784,41.5224822,26.5262580,unknown
1,632986787,41.5224340,26.5353132,unknown
1,632986790,41.5189586,26.5354917,unknown
1,632986801,41.5158973,26.5354917,unknown
1,632986804,41.5146259,26.5364469,unknown
1,632986807,41.5138242,26.5370491,unknown
1,632986810,41.5120005,26.5361793,unknown
1,632986814,41.5098768,26.5362975,unknown
1,632986817,41.5089425,26.5363495,unknown
1,632986822,41.5058664,26.5372052,unknown
1,632986824,41.5031569,26.5380666,unknown
1,632986825,41.5004811,26.5380666,unknown
1,632986828,41.4958853,26.5373716,unknown
1,632986830,41.4948644,26.5349865,unknown
1,632986833,41.4928731,26.5353188,unknown
1,632986836,41.4902519,26.5358438,unknown
1,632986841,41.4888006,26.5337795,unknown
1,632986844,41.4886540,26.5311950,unknown
1,632986847,41.4881825,26.5315341,unknown
1,1109709281,41.4880619,26.1587947,unknown
1,1306293472,41.4578445,26.5490680,unknown
1,1306293473,41.4344964,26.5592971,unknown
1,1306293476,41.4570968,26.5498485,unknown
1,1306293477,41.4376182,26.5597071,unknown
1,1306293478,41.4426687,26.5589095,unknown
1,1306293479,41.4418605,26.5591171,unknown
1,1306293482,41.4349186,26.5541132,unknown
1,1306293486,41.4579223,26.5473175,unknown
1,1306293487,41.4486843,26.5556828,unknown
1,1306293488,41.4560716,26.5456884,unknown
1,1306293491,41.4478061,26.5562128,unknown
1,1306293493,41.4561781,26.5507148,unknown
1,1306293494,41.4558415,26.5454227,unknown
1,1306293496,41.4590607,26.5472092,unknown
1,1306293497,41.4599684,26.5471460,unknown
1,1306293499,41.4396822,26.5516429,unknown
1,1306293500,41.4574426,26.5466995,unknown
1,1306293501,41.4439403,26.5584666,unknown
1,1306293505,41.4462971,26.5443392,unknown
1,1306293508,41.4425796,26.5484725,unknown
1,1306293510,41.4559678,26.5455219,unknown
1,1306293511,41.4538340,26.5523898,unknown
1,1306293513,41.4465263,26.5441005,unknown
1,1306293518,41.4576475,26.5492799,unknown
1,1306293520,41.4532957,26.5527586,unknown
1,1306293521,41.4580797,26.5488373,unknown
1,1306293522,41.4573199,26.5496232,unknown
1,1306293527,41.4403724,26.5593888,unknown
1,1306293530,41.4472301,26.5434738,unknown
1,1306293534,41.4309592,26.5558646,unknown
1,1306293535,41.4496808,26.5425180,unknown
1,1306293536,41.4516067,26.5426575,unknown
1,1306293544,41.4496632,26.5551085,unknown
